memory_model,example_id,sessions,attempts,generated_implicit_pref_tokens,verify_candidate_implicit_pref_tokens,refine_prev_implicit_pref_tokens,generated_plus_verify_plus_refine_tokens,final_session_implicit_pref_tokens_sum
gpt-4o-mini,dev_0282,5,6,92,92,18,202,74
gpt-4o-mini,dev_0276,8,8,117,117,0,234,117
gpt-4o-mini,dev_0244,10,14,210,210,62,482,148
gpt-4o-mini,dev_0291,5,5,95,95,0,190,95
gpt-4o-mini,dev_0290,5,5,81,81,0,162,81
gpt-4o-mini,dev_0278,8,8,139,139,0,278,139
gpt-4o-mini,dev_0277,9,9,144,144,0,288,144
gpt-4o-mini,dev_0294,6,6,88,88,0,176,88
gpt-4o-mini,dev_0280,8,9,144,144,15,303,129
gpt-4o-mini,dev_0293,6,6,97,97,0,194,97
gpt-4o-mini,dev_0305,5,5,75,75,0,150,75
gpt-4o-mini,dev_0302,6,6,84,84,0,168,84
gpt-4o-mini,dev_0271,10,12,243,243,31,517,212
gpt-4o-mini,dev_0298,5,5,104,104,0,208,104
gpt-4o-mini,dev_0296,7,7,89,89,0,178,89
gpt-4o-mini,dev_0281,10,10,227,227,0,454,227
gpt-4o-mini,dev_0308,5,5,90,90,0,180,90
gpt-4o-mini,dev_0295,8,8,115,115,0,230,115
gpt-4o-mini,dev_0307,6,6,117,117,0,234,117
gpt-4o-mini,dev_0286,9,9,157,157,0,314,157
gpt-4o-mini,dev_0292,9,9,206,206,0,412,206
gpt-4o-mini,dev_0285,10,10,127,127,0,254,127
gpt-4o-mini,dev_0297,8,8,144,144,0,288,144
gpt-4o-mini,dev_0317,5,5,148,148,0,296,148
gpt-4o-mini,dev_0310,6,6,75,75,0,150,75
gpt-4o-mini,dev_0306,7,7,98,98,0,196,98
gpt-4o-mini,dev_0300,9,9,171,171,0,342,171
gpt-4o-mini,dev_0304,8,8,135,135,0,270,135
gpt-4o-mini,dev_0315,7,7,108,108,0,216,108
gpt-4o-mini,dev_0319,6,6,78,78,0,156,78
gpt-4o-mini,dev_0321,6,6,87,87,0,174,87
gpt-4o-mini,dev_0309,9,9,152,152,0,304,152
gpt-4o-mini,dev_0313,9,9,134,134,0,268,134
gpt-4o-mini,dev_0325,7,7,84,84,0,168,84
gpt-4o-mini,dev_0303,10,10,203,203,0,406,203
gpt-4o-mini,dev_0330,7,7,83,83,0,166,83
gpt-4o-mini,dev_0329,7,7,141,141,0,282,141
gpt-4o-mini,dev_0314,10,10,195,195,0,390,195
gpt-4o-mini,dev_0320,8,8,183,183,0,366,183
gpt-4o-mini,dev_0327,8,8,139,139,0,278,139
gpt-4o-mini,dev_0318,10,11,191,191,19,401,172
gpt-4o-mini,dev_0323,10,10,148,148,0,296,148
gpt-4o-mini,dev_0322,10,10,143,143,0,286,143
gpt-4o-mini,dev_0332,8,8,144,144,0,288,144
gpt-4o-mini,dev_0326,10,10,138,138,0,276,138
gpt-4o-mini,dev_0331,8,8,183,183,0,366,183
